source,API,KI,relevant-groundtruth,relevance
TU,DateTimeZone.getAvailableIDs(),"## Changing TimeZone

`DateTime` comes with support for a couple of common timezone calculations. For instance, if you want to get the local time in London at this very moment, you would do the following 
    
    
        // get current moment in default time zone
        DateTime dt = new DateTime(),
        // translate to London local time
        DateTime dtLondon = dt.withZone(DateTimeZone.forID("",Europe/London"",)),
    

where `DateTimeZone.forID("",Europe/London"",)` returns the timezone value for London. The resulting value `dtLondon` has the same absolute millisecond time, but a different set of field values. 

There is also support for the reverse operation, i.e. to get the datetime (absolute millisecond) corresponding to the moment when London has the same local time as exists in the default time zone now. This is done as follows 
    
    
        // get current moment in default time zone
        DateTime dt = new DateTime(),
        // find the moment when London will have / had the same time
        dtLondonSameTime = dt.withZoneRetainFields(DateTimeZone.forID("",Europe/London"",)),
    

A set of all TimeZone ID strings (such as "",Europe/London"",) may be obtained by calling `DateTimeZone.getAvailableIDs()`. A full list of available time zones is provided here.",1,1
SO,year(),"Why dec 31 2010 returns 1 as week of year? 

For instance:
    
    
    Calendar c = Calendar.getInstance();
    DateFormat sdf = new SimpleDateFormat(""dd/MM/yyyy"");
    c.setTime( sdf.parse(""31/12/2010""));
    out.println( c.get( Calendar.WEEK_OF_YEAR ) ); 
    

Prints 1

Same happens with Joda time. 

:) 

The definition of Week of Year is `Locale` dependent.

How it is defined in US is discused in the other posts. For example in Germany (DIN 1355-1 / ISO 8601): the first Week* of Year is the first week with 4 or more days in the new year.

*first day of week is Monday and last day of week is Sunday

And Java\\\\\\\xe2\\\\\\\x80\\\\\\\x99s `Calendar` pays attention to the locale. For example:
    
    
    public static void main(String[] args) throws ParseException {
    DateFormat sdf = new SimpleDateFormat(""dd/MM/yyyy"");
    Date lastDec2010 = sdf.parse(""31/12/2010"");
    Calendar calUs = Calendar.getInstance(Locale.US); 
    calUs.setTime(lastDec2010);
    Calendar calDe = Calendar.getInstance(Locale.GERMAN); 
    calDe.setTime(lastDec2010);
    System.out.println( ""us: "" + calUs.get( Calendar.WEEK_OF_YEAR ) ); 
    System.out.println( ""de: "" + calDe.get( Calendar.WEEK_OF_YEAR ) );
    }
    

prints:
    
    
    us: 1
    de: 52
    

ADDED For the US (and I can think of that it is the same for Mexico) the 1. Week of Year is the week where the 1. January belongs to. -- So if 1. Januar is a Saturday, then the Friday before (31. Dec) belongs the same week, and in this case this day belongs to the 1. Week of Year 2011.",1,1
SO,DateTimeFormat,"Converting a date string to a DateTime object using Joda Time library 

I have a date as a string in the following format `""04/02/2011 20:27:05""`. I am using Joda-Time library and would like to convert it to `DateTime` object. I did:
    
    
    DateTime dt = new DateTime(""04/02/2011 20:27:05"")
    

But I'm getting the following error :
    
    
    Invalid format: ""04/02/2011 14:42:17"" is malformed at ""/02/2011 14:42:17""
    

How to convert the above date to a `DateTime` object?

Use `DateTimeFormat`:
    
    
    DateTimeFormatter formatter = DateTimeFormat.forPattern(""dd/MM/yyyy HH:mm:ss"");
    DateTime dt = formatter.parseDateTime(string);",1,1
SO,DateTime,"Calculating dates given two dates excluding weekend 

I am using Joda time api in a Spring 3.0 project for to calculate dates. Now I have a start and end date and I want to get everyday exept weekend or Saturday or Sunday between these two dates. How can I achieve this ? 

I looked at this post Joda time - all mondays between two dates. It offered some guidance but still vague as how to exclude two dates.

I have been using @Josh Maag's logic for almost a year now but recently found that it returns wrong value when endDate happens to fall on a Saturday. 

Here is the version I would like to share which considers to subtract days from endDate when it happens to be a Saturday or a Sunday. 
    
    
    public static int getDaysBetweenIgnoreWeekends(org.joda.time.DateTime startDate, org.joda.time.DateTime endDate, boolean ignoreTimeOfDay) {
    // If the start date is equal to the closing date, spent 0 days
    if (startDate.equals(endDate))
    return 0;
    if (ignoreTimeOfDay && startDate.toLocalDate().equals(endDate.toLocalDate()))
    return 0;
    // A number that represents the day for the start date, Monday = 1 , Tuesday = 2 , Wednesday = 3 ...
    int dayOfWeekStartDateNumber = startDate.getDayOfWeek();
    int dayOfWeekEndDateNumber = endDate.getDayOfWeek();
    // If the starting date is Saturday or Sunday , pretend to be Monday
    if (dayOfWeekStartDateNumber == 6 || dayOfWeekStartDateNumber == 7) {
    int DaysToAdd = 8 - dayOfWeekStartDateNumber;
    startDate = startDate.plusDays(DaysToAdd);
    dayOfWeekStartDateNumber = Integer.valueOf(startDate.dayOfWeek().getAsString());
    }
    org.joda.time.DateTime effectiveEndDate = endDate; 
    if (dayOfWeekEndDateNumber == 6 || dayOfWeekEndDateNumber == 7) {
    effectiveEndDate = endDate.minusDays(Math.abs(5 - dayOfWeekEndDateNumber)); 
    }
    // How many days have passed counting weekends
    int days;
    if(ignoreTimeOfDay) {
    days = org.joda.time.Days.daysBetween(startDate.toLocalDate(), effectiveEndDate.toLocalDate()).getDays();
    } else {
    days = org.joda.time.Days.daysBetween(startDate, effectiveEndDate).getDays();
    }
    // How many weeks have passed
    int weeks = days / 7;
    // Excess days left. E.g. one week and three days the excess will be 3
    int excess = days % 7;
    // Excess of days spent for the weekend , then it must be removed two days
    // the final number of days
    if (excess + dayOfWeekStartDateNumber >= 6) {
    // Week count * 5 working days + excess days - the weekend that excess crossed
    return weeks * 5 + excess - 2;
    }
    // Weeks count * 5 working days + excess days
    return weeks * 5 + excess;
    }
    

In the earlier version - following snippet was subtracting an extra day. Subtracting -2 no matter if endDate was a Saturday or Sunday. 
    
    
    if (excess + dayOfWeekStartDateNumber >= 6) {
    // Week count * 5 working days + excess days - the weekend that excess crossed
    return weeks * 5 + excess - 2;
    } 
    

Hope that helps!",0,1
SO,DateTime,"Dozer mapping JodaTime property not working as expected 

I am using Dozer to map between a Document class to DocumentManagementBean class, both of my own making. Both have a property, with getters and setters, of Joda DateTime type, called dateAdded.

When Document object `d` has property `dateAdded`=x, calling `mapper.map(d, DocumentManagementBean.class)` all fields get auto-mapped correctly (since I have full control over code base I am able to get away with no dozer-config and rely simply on matching property names), EXCEPT the `dateAdded` field, where the new DocumentManagementBean `dmb` ends up with the current DateTime in its `dateAdded` property, instead of x from the `d` object.

I am expecting Dozer to try to call 

`dmb.setDateAdded(d.getDateAdded());`

and just bring the value of dateAdded from source to target, but it seems to be creating new DateTime for dmb object an then leaving it alone.

Can anyone shed some light on this for me please?

The basic problem is that Dozer creates a new blank instance of DateTime, via new DateTime(), and thats how you end up with the current date/time instead of the original one. There might be multiple solutions, I usually went with a customconverter, globally defined:
    
    
     
    org.joda.time.DateTime
    org.joda.time.DateTime
    
    

and
    
    
    public class DateTimeCustomConverter extends DozerConverter {
    public DateTimeCustomConverter() {
    super(DateTime.class, DateTime.class);
    }
    @Override
    public DateTime convertTo(final DateTime source, final DateTime destination) {
    if (source == null) {
    return null;
    }
    return new DateTime(source);
    }
    @Override
    public DateTime convertFrom(final DateTime source, final DateTime destination) {
    if (source == null) {
    return null;
    }
    return new DateTime(source);
    }
    }
    

It may overdo it, though :)",1,1
SO,ReadableInstant,"Why are Joda objects immutable? 

I have read that with a Java version less than 7, Joda Time objects are more reliable than Java's built-ins. One cited reason is that Joda objects are immutable. Why is this beneficial? If I want to change the year, hour, and timezone of a Joda DateTime object, I need to make three copies!

> If I want to change the year, hour, and timezone of a Joda DateTime object, I need to make three copies!

Yes, indeed. Or you could create one new object, using all the fields you like from the old object, of course.

This is a thoroughly good thing - because it means when you want to rely on an object not changing, it won't. Consider this pseudo-code:
    
    
    private static final Instant EARLIEST_ALLOWED_ARTICLE = ...;
    private Instant creationTimestamp;
    public Article(Instant creationTimestamp, ...) {
    if (creationTimestamp.isBefore(EARLIEST_ALLOWED_ARTICLE)) {
    throw new IllegalArgumetnException(...);
    }
    this.creationTimestamp = creationTimestamp;
    ...
    }
    

That's fine, because `Instant` is immutable. If it were mutable, the validation in the constructor would be worthless - unless you created a defensive copy at that point.

In my experience, you want to pass around references and know that the values won't change more than you want to actually make changes to existing objects, so immutability leads to fewer bugs (with mutable objects you can forget to take a copy, and any validation is then useless) and fewer copies being made.

Basically, it allows you to reason about your code locally without making copies of everything you either accept and store, or return to other code. When only your code can change the state of your object, it's much simpler to work out what will happen over time.

Joda Time actually fails somewhat because it has both mutable and immutable types - if you just program to the interface (e.g. `ReadableInstant`) then you don't get those guarantees. That's why in Noda Time I made all the types genuinely immutable.

Out of interest, would you want `String` to be mutable? If not, try to think about whether there are real differences between the two scenarios.",1,1
SO,DateTime,"getDateTime doesn't exist - what to use instead? 

I have this problem that I have used `DateTime` from `Joda` and when I try to `getDateTime` it of course won't work because ResultSet doesn't have the method. What should I use instead?

I asked a similar question yesterday where I tried to `setDateTime` and that worked fine but this time I am not sure what to do. I could use `getTimeStamp` but then I have to change my data according to and that's not appropriate I think. Is there a good workaround here? I much appreciate your help.
    
    
    while (rs.next()) {
    Contingent c = new Contingent(rs.getInt(""contingent_id""),
    rs.getDateTime((""contingent_start_Date""),
    rs.getDateTime(""contingent_end_date""),
    rs.getInt(""member_id""));
    contingentInfo.add(c);
    }
    

Use `getTimestamp()`, then convert it to a `DateTime`.
    
    
    DateTime readTheJavadoc = new DateTime(rs.getTimestamp(1));",0,1
SO,DateTimeFormat,"How to format Joda-Time DateTime to only mm/dd/yyyy? 

I have a string ""`11/15/2013 08:00:00`"", I want to format it to ""`11/15/2013`"", what is the correct `DateTimeFormatter` pattern?

I've tried many and googled and still unable to find the correct pattern.

edit: I am looking for Joda-Time `DateTimeFormatter`, not Java's SimpleDateFormat..

Create a `DateTimeFormatter` using `DateTimeFormat.forPattern(String)`

Using Joda time you would do it like this:
    
    
    String dateTime = ""11/15/2013 08:00:00"";
    // Format for input
    DateTimeFormatter dtf = DateTimeFormat.forPattern(""MM/dd/yyyy HH:mm:ss"");
    // Parsing the date
    DateTime jodatime = dtf.parseDateTime(dateTime);
    // Format for output
    DateTimeFormatter dtfOut = DateTimeFormat.forPattern(""MM/dd/yyyy"");
    // Printing the date
    System.out.println(dtfOut.print(jodatime));
    

Also, if you wanted to use standard Java, you would do it like this:
    
    
    // Format for input
    SimpleDateFormat dateParser = new SimpleDateFormat(""MM/dd/yyyy HH:mm:ss"");
    // Parsing the date
    Date date = dateParser.parse(dateTime);
    // Format for output
    SimpleDateFormat dateFormatter = new SimpleDateFormat(""MM/dd/yyyy"");
    // Printing the date
    System.out.println(dateFormatter.format(date));",1,1
SO,DateTime,"JodaTime - how to get current time in UTC 

I want to get the current time in UTC. What I do so far is following (just for testing purposes):
    
    
     DateTime dt = new DateTime();
    DateTimeZone tz = DateTimeZone.getDefault();
    LocalDateTime nowLocal = new LocalDateTime();
    DateTime nowUTC = nowLocal.toDateTime(DateTimeZone.UTC);
    Date d1 = nowLocal.toDate();
    Date d2 = nowUTC.toDate();
    L.d(""tz: "" + tz.toString());
    L.d(""local: "" + d1.toString());
    L.d(""utc: "" + d2.toString());
    

  * `d1` is my local time, that's fine
  * `d2` is my local time + 1, but should be local time - 1...



My local time zone is UTC+1 (according to the debug output and the list here: http://joda-time.sourceforge.net/timezones.html)...

How do I correctly convert from one time zone to another (inlcusive the millisecond representation)?

EDIT

I need the date/milliseconds... It's NOT about displaying the time correctly....

EDIT 2

Now, with the help of a comment and an answer, I tried following:
    
    
     DateTimeZone tz = DateTimeZone.getDefault();
    DateTime nowLocal = new DateTime();
    LocalDateTime nowUTC = nowLocal.withZone(DateTimeZone.UTC).toLocalDateTime();
    DateTime nowUTC2 = nowLocal.withZone(DateTimeZone.UTC);
    Date dLocal = nowLocal.toDate();
    Date dUTC = nowUTC.toDate();
    Date dUTC2 = nowUTC2.toDate();
    L.d(Temp.class, ""------------------------"");
    L.d(Temp.class, ""tz : "" + tz.toString());
    L.d(Temp.class, ""local : "" + nowLocal + "" | "" + dLocal.toString());
    L.d(Temp.class, ""utc : "" + nowUTC + "" | "" + dUTC.toString()); // <= WORKING SOLUTION
    L.d(Temp.class, ""utc2 : "" + nowUTC2 + "" | "" + dUTC2.toString());
    

OUTPUT
    
    
    tz : Europe/Belgrade
    local : 2015-01-02T15:31:38.241+01:00 | Fri Jan 02 15:31:38 MEZ 2015
    utc : 2015-01-02T14:31:38.241 | Fri Jan 02 14:31:38 MEZ 2015
    utc2 : 2015-01-02T14:31:38.241Z | Fri Jan 02 15:31:38 MEZ 2015
    

What I wanted was, that the local date displays 15 o'clock and utc date displays 14 o'clock... For now, this seems to work...

\----- EDIT3 - Final solution -----

Hopefully, this is a good solution... I think, i respects all tipps i got...
    
    
     DateTimeZone tz = DateTimeZone.getDefault();
    DateTime nowUTC = new DateTime(DateTimeZone.UTC);
    DateTime nowLocal = nowUTC.withZone(tz);
    // This will generate DIFFERENT Dates!!! As I want it!
    Date dLocal = nowLocal.toLocalDateTime().toDate();
    Date dUTC = nowUTC.toLocalDateTime().toDate();
    L.d(""tz : "" + tz.toString());
    L.d(""local : "" + nowLocal + "" | "" + dLocal.toString());
    L.d(""utc : "" + nowUTC + "" | "" + dUTC.toString());
    

Output:
    
    
    tz : Europe/Belgrade
    local : 2015-01-03T21:15:35.170+01:00 | Sat Jan 03 21:15:35 MEZ 2015
    utc : 2015-01-03T20:15:35.170Z | Sat Jan 03 20:15:35 MEZ 2015
    

You're making it far more complicated than you need to:
    
    
    DateTime dt = new DateTime(DateTimeZone.UTC);
    

No conversion required at all. If you find you actually need to convert, you can use `withZone`. I'd suggest you avoid going via `LocalDateTime`, however, as that way you can lose information due to time zone transitions (two different instants can have the same local time in the same time zone, because clocks go back and repeat local time.

Having said all of this, for the sake of testability I personally like using a `Clock` interface which allows me to get the current time (e.g. as an `Instant`). You can then use dependency injection to inject a real system clock when running in production, and a fake clock with a preset time for tests. Java 8's `java.time` package has this idea built into it, btw.",1,1
SO,Duration,"Calculating 2 period types from one period? 

This problem is bothering me for a while. A couple months ago I started one project and just can't go one because of this stupid problem. 

If you see a time line between 6 and 21 there is a daytime. My problem is that i need to calculate time between 2 dates or hours separately. For example. Let say that start time is at 5:00pm and end time is at 22pm. how can i calculate how many hours was at day and nigh separately between those 2 times ?
    
    
    String enter = ""2017-08-16 15:00:00"";
    String leave = ""2017-08-17 12:00:00"";
    org.joda.time.format.DateTimeFormatter formatter = DateTimeFormat.forPattern(""yyyy-MM-dd HH:mm:ss"");
    DateTime start = formatter.parseDateTime(enter);
    DateTime end = formatter.parseDateTime(leave);
    Period period = new Period(start,end);
    int hours = period.toStandardHours().getHours();
    System.out.println(hours);
    

This is the simplest code what I wanted for this project.
    
    
     String enter = ""2017-08-16 05:00:00"";
    String out = ""2017-08-17 15:00:00"";
    DateTimeFormatter time_format = DateTimeFormatter.ofPattern(""yyyy-MM-dd HH:mm:ss""); //need to format date fore recognition
    LocalDateTime start = LocalDateTime.parse(enter,time_format);
    LocalDateTime finish = LocalDateTime.parse(out,time_format);
    Duration duration = Duration.between(start,finish); // duration between 2 dates
    int duringDay = 0; // storing hours during day
    int duringNight = 0; // storing hours during night
    for (int i=1;i<=duration.toHours();i++){ // from 1 to number of hours between 2 dates
    LocalDateTime ldt = start.plusHours(i); // for every hour in a range give +1 form started time 5am in this example
    if(ldt.getHour()<=6 || ldt.getHour()>21){ // while it's adding check if hour is between 6am and 21
    duringNight++; // if it's not add to duringNight integer
    } else {duringDay++;} // else give it to duringDay integer
    }
    System.out.println(""Day:"" + duringDay + ""\\n"" + ""Night:"" + duringNight);",0,1
TU,Chronology,"## Instants

The most frequently used concept in Joda-Time is that of the instant. An Instant is defined as a moment in the datetime continuum specified as a number of milliseconds from 1970-01-01T00:00Z. This definition of milliseconds is consistent with that of the JDK in `Date` or `Calendar`. Interoperating between the two APIs is thus simple. 

Within Joda-Time an instant is represented by the `ReadableInstant` interface. The main implementation of this interface, and the class that the average API user needs to be most familiar with, is `DateTime`. DateTime is immutable - and once created the values do not change. Thus, this class can safely be passed around and used in multiple threads without synchronization. 

The millisecond instant can be converted to any date time field using a `Chronology`. To assist with this, methods are provided on `DateTime` that act as getters for the most common date and time fields. 

We discuss the chronology concept a litte further on in this overview. 

A companion mutable class to `DateTime` is `MutableDateTime`. Objects of this class can be modified and are not thread-safe. 

Other implementations of `ReadableInstant` include `Instant` and `DateMidnight`.",1,1
TU,ReadableInstant,"## Instants

The most frequently used concept in Joda-Time is that of the instant. An Instant is defined as a moment in the datetime continuum specified as a number of milliseconds from 1970-01-01T00:00Z. This definition of milliseconds is consistent with that of the JDK in `Date` or `Calendar`. Interoperating between the two APIs is thus simple. 

Within Joda-Time an instant is represented by the `ReadableInstant` interface. The main implementation of this interface, and the class that the average API user needs to be most familiar with, is `DateTime`. DateTime is immutable - and once created the values do not change. Thus, this class can safely be passed around and used in multiple threads without synchronization. 

The millisecond instant can be converted to any date time field using a Chronology. To assist with this, methods are provided on `DateTime` that act as getters for the most common date and time fields. 

We discuss the chronology concept a litte further on in this overview. 

A companion mutable class to `DateTime` is `MutableDateTime`. Objects of this class can be modified and are not thread-safe. 

Other implementations of `ReadableInstant` include `Instant` and `DateMidnight`.",0,1
TU,addToCopy,"### Modifying fields

One way to do this is to use methods on properties. To return to our prior example, if we wish to modify the `dt` object by changing its day-of-week field to Monday we can do so by using the `setCopy` method of the property: 
    
    
        DateTime result = dt.dayOfWeek().setCopy(DateTimeConstants.MONDAY),
    

Note: If the `DateTime` object is already set to Monday then the same object will be returned. 

To add to a date you could use the `addToCopy` method. 
    
    
        DateTime result = dt.dayOfWeek().addToCopy(3),",1,1
